age,gender,weight_kg,height_cm,bmi,activity_level,fitness_level,goal,personality,location,hours_available_per_week,monthly_budget_usd,health_issue,prefers_team_sport,prefers_outdoor,prefers_contact_sport,risk_tolerance,competitive_level,coordination_level,striking_preference,grappling_preference,speed_agility,endurance_level,preferred_distance,recommended_sport,sport_difficulty,sport_type,sport_environment,sport_budget_level,calories_burned_per_hour,user_id,user_rating,clicked,practiced
29,Male,91.3,170.8,31.3,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,5.1,31.0,None,0,0,0,2,5,3,0,0,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24310,4.2,0,1
46,Female,64.4,168.4,22.7,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,7.7,59.0,None,0,0,0,3,5,4,1,0,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24311,3.8,1,1
22,Female,74.4,166.0,27.0,Moderately Active,Advanced,Build Muscle,Ambivert,Urban,10.6,65.0,None,0,0,1,2,5,2,1,0,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24312,4.1,1,1
22,Male,97.1,174.5,31.9,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,8.7,30.0,None,0,0,0,2,4,4,0,0,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24313,3.8,1,0
30,Female,79.6,167.4,28.4,Moderately Active,Advanced,Build Muscle,Extrovert,Suburban,13.3,76.0,None,0,0,1,3,3,2,0,1,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24314,4.8,1,1
34,Female,87.3,163.6,32.6,Moderately Active,Intermediate,Build Muscle,Extrovert,Rural,9.1,71.0,None,0,0,0,3,5,3,0,0,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24315,3.8,0,1
36,Male,90.1,186.2,26.0,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,11.2,119.0,None,0,0,0,3,4,2,0,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24316,4.5,1,1
27,Male,89.8,186.6,25.8,Very Active,Intermediate,Compete Professionally,Ambivert,Rural,9.2,93.0,None,0,0,0,3,5,3,0,0,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24317,3.6,1,1
24,Female,58.9,161.5,22.6,Moderately Active,Intermediate,Build Muscle,Extrovert,Rural,5.4,49.0,None,0,0,1,3,3,3,1,0,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24318,4.2,1,0
16,Female,67.3,163.1,25.3,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,7.1,36.0,None,0,0,1,2,3,4,1,1,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24319,4.2,1,1
41,Female,60.5,164.0,22.5,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,6.0,46.0,None,0,0,1,3,4,3,0,0,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24320,4.4,1,1
21,Female,70.1,169.9,24.3,Very Active,Intermediate,Compete Professionally,Extrovert,Suburban,5.8,93.0,None,0,0,1,3,3,3,1,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24321,4.8,0,1
38,Male,115.4,184.8,33.8,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,12.6,40.0,None,0,0,0,2,5,2,0,1,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24322,5.0,1,1
26,Female,70.6,162.6,26.7,Very Active,Intermediate,Build Muscle,Ambivert,Urban,12.5,103.0,None,0,0,1,2,3,3,1,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24323,3.9,1,0
21,Female,98.3,176.1,31.7,Moderately Active,Advanced,Build Muscle,Introvert,Urban,7.3,92.0,None,0,0,0,2,5,4,0,0,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24324,5.0,1,0
48,Male,72.9,182.5,21.9,Very Active,Intermediate,Build Muscle,Introvert,Urban,10.0,111.0,None,0,0,1,2,5,4,1,1,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24325,3.7,1,1
31,Male,80.8,164.1,30.0,Very Active,Advanced,Compete Professionally,Introvert,Rural,8.2,41.0,None,0,0,0,2,3,2,0,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24326,4.2,0,0
28,Male,61.0,170.0,21.1,Moderately Active,Intermediate,Build Muscle,Introvert,Urban,9.1,114.0,None,0,0,1,2,4,3,1,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24327,3.6,1,1
35,Female,84.3,161.3,32.4,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,8.1,92.0,None,0,0,0,2,3,3,1,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24328,4.1,1,1
46,Female,66.6,169.8,23.1,Moderately Active,Advanced,Compete Professionally,Extrovert,Rural,8.5,79.0,None,0,0,1,3,5,3,0,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24329,3.8,1,1
40,Female,87.2,165.3,31.9,Moderately Active,Advanced,Build Muscle,Ambivert,Rural,11.7,36.0,None,0,0,0,3,3,3,1,1,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24330,4.4,1,1
29,Male,77.4,172.9,25.9,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,10.2,112.0,None,0,0,1,3,4,2,0,0,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24331,4.1,1,1
27,Male,108.0,183.7,32.0,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,5.5,91.0,None,0,0,0,3,5,3,1,1,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24332,4.2,1,0
50,Male,97.7,173.4,32.5,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,9.5,41.0,None,0,0,0,3,4,2,1,0,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24333,3.9,1,1
44,Male,75.4,171.6,25.6,Very Active,Advanced,Build Muscle,Extrovert,Suburban,12.2,41.0,None,0,0,1,3,3,3,0,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24334,3.9,1,1
22,Female,85.3,167.8,30.3,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,8.7,76.0,None,0,0,0,3,5,4,0,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24335,4.1,1,0
32,Female,65.8,159.7,25.8,Very Active,Advanced,Compete Professionally,Extrovert,Suburban,12.6,94.0,None,0,0,1,3,4,2,0,0,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24336,3.7,1,1
35,Female,64.2,158.7,25.5,Moderately Active,Intermediate,Compete Professionally,Ambivert,Urban,5.5,58.0,None,0,0,1,3,5,2,1,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24337,4.5,1,1
25,Female,62.4,169.9,21.6,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,13.4,62.0,None,0,0,1,2,5,2,0,0,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24338,4.7,1,1
17,Male,75.5,172.4,25.4,Very Active,Intermediate,Compete Professionally,Introvert,Rural,9.4,44.0,None,0,0,0,3,4,3,1,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24339,4.6,1,1
29,Male,106.6,189.8,29.6,Very Active,Intermediate,Compete Professionally,Extrovert,Rural,8.6,43.0,None,0,0,1,3,4,3,0,1,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24340,4.2,1,1
50,Male,91.1,179.7,28.2,Very Active,Intermediate,Build Muscle,Extrovert,Urban,8.8,60.0,None,0,0,1,3,3,3,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24341,4.3,1,1
42,Female,65.9,162.0,25.1,Very Active,Advanced,Compete Professionally,Introvert,Urban,7.3,70.0,None,0,0,0,2,4,4,0,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24342,4.9,1,1
28,Male,75.2,164.8,27.7,Very Active,Intermediate,Build Muscle,Ambivert,Urban,11.7,53.0,None,0,0,1,2,3,3,0,1,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24343,4.0,1,1
34,Female,60.7,164.6,22.4,Moderately Active,Intermediate,Build Muscle,Introvert,Rural,13.3,105.0,None,0,0,0,3,3,4,1,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24344,4.8,1,0
50,Female,82.0,159.6,32.2,Moderately Active,Advanced,Build Muscle,Introvert,Suburban,7.2,59.0,None,0,0,0,2,3,2,1,1,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24345,3.9,1,1
17,Female,60.0,167.4,21.4,Very Active,Intermediate,Compete Professionally,Introvert,Rural,8.6,55.0,None,0,0,0,3,4,3,1,1,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24346,4.7,1,1
49,Male,91.5,178.2,28.8,Moderately Active,Advanced,Compete Professionally,Ambivert,Suburban,10.9,90.0,None,0,0,1,3,5,2,1,1,2,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24347,4.9,1,1
38,Female,81.7,159.0,32.3,Moderately Active,Advanced,Compete Professionally,Ambivert,Rural,8.6,118.0,None,0,0,0,2,4,2,0,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24348,4.4,1,1
47,Female,71.9,184.2,21.2,Very Active,Intermediate,Compete Professionally,Ambivert,Rural,8.1,119.0,None,0,0,1,2,5,4,1,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24349,4.0,1,0
45,Female,81.8,160.1,31.9,Very Active,Advanced,Compete Professionally,Introvert,Rural,11.5,91.0,None,0,0,0,3,5,3,1,0,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24350,3.9,1,0
25,Male,86.4,182.6,25.9,Very Active,Intermediate,Build Muscle,Extrovert,Urban,6.0,106.0,None,0,0,1,3,5,4,0,0,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24351,3.6,1,1
17,Male,98.0,177.2,31.2,Very Active,Advanced,Build Muscle,Introvert,Rural,11.5,85.0,None,0,0,0,2,3,2,1,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24352,4.5,1,1
35,Male,67.5,182.4,20.3,Very Active,Intermediate,Build Muscle,Extrovert,Suburban,6.8,52.0,None,0,0,0,3,3,2,0,0,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24353,4.3,1,0
26,Female,67.7,157.8,27.2,Very Active,Intermediate,Build Muscle,Ambivert,Rural,14.7,38.0,None,0,0,1,3,5,4,1,0,2,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24354,4.3,0,0
50,Male,90.3,184.2,26.6,Very Active,Advanced,Compete Professionally,Introvert,Urban,7.6,42.0,None,0,0,0,3,4,4,1,1,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24355,4.9,1,0
45,Female,75.5,168.8,26.5,Very Active,Intermediate,Compete Professionally,Extrovert,Rural,8.3,66.0,None,0,0,0,3,3,2,0,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24356,5.0,1,1
19,Female,77.4,172.5,26.0,Very Active,Intermediate,Compete Professionally,Introvert,Urban,8.0,110.0,None,0,0,1,3,3,3,1,0,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24357,4.3,0,1
39,Female,76.0,158.6,30.2,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,6.1,58.0,None,0,0,1,3,5,4,1,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24358,4.3,1,1
19,Male,93.2,179.3,29.0,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,10.3,56.0,None,0,0,0,2,3,3,0,0,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24359,3.7,0,1
37,Male,106.2,177.5,33.7,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,13.3,49.0,None,0,0,1,3,4,4,1,0,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24360,5.0,1,1
22,Male,74.8,168.7,26.3,Very Active,Intermediate,Build Muscle,Introvert,Rural,9.0,81.0,None,0,0,1,3,4,4,0,1,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24361,4.3,1,1
17,Male,99.0,170.6,34.0,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,14.7,50.0,None,0,0,0,2,5,4,1,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24362,3.5,0,1
28,Male,85.8,169.1,30.0,Very Active,Advanced,Compete Professionally,Extrovert,Urban,5.9,88.0,None,0,0,1,2,3,2,0,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24363,3.7,1,1
49,Female,73.6,166.6,26.5,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,10.5,35.0,None,0,0,1,3,4,3,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24364,3.8,1,1
50,Female,78.1,155.7,32.2,Very Active,Advanced,Compete Professionally,Introvert,Rural,11.8,105.0,None,0,0,0,2,4,4,0,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24365,4.2,1,1
21,Male,82.5,172.3,27.8,Moderately Active,Advanced,Compete Professionally,Ambivert,Rural,5.1,55.0,None,0,0,0,3,4,2,1,0,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24366,4.5,1,1
44,Male,106.4,177.7,33.7,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,14.4,90.0,None,0,0,0,3,5,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24367,4.6,1,1
37,Female,86.0,167.4,30.7,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,5.1,115.0,None,0,0,0,2,4,2,1,0,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24368,4.0,1,1
27,Male,85.7,170.7,29.4,Very Active,Advanced,Compete Professionally,Extrovert,Rural,9.4,92.0,None,0,0,0,3,3,4,1,0,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24369,4.6,1,1
35,Female,77.3,155.4,32.0,Very Active,Advanced,Build Muscle,Extrovert,Rural,10.2,105.0,None,0,0,1,2,3,4,1,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24370,4.7,1,1
39,Female,62.1,171.2,21.2,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,14.9,114.0,None,0,0,1,2,3,3,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24371,3.9,1,1
35,Female,76.7,158.6,30.5,Moderately Active,Advanced,Build Muscle,Ambivert,Rural,5.1,83.0,None,0,0,1,3,5,3,1,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24372,4.4,0,1
47,Female,87.2,158.5,34.7,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,6.8,43.0,None,0,0,0,2,3,4,1,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24373,4.5,1,1
49,Male,59.4,172.3,20.0,Very Active,Intermediate,Compete Professionally,Introvert,Urban,8.7,104.0,None,0,0,0,3,5,4,0,1,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24374,4.4,0,1
25,Female,55.8,164.6,20.6,Very Active,Advanced,Compete Professionally,Extrovert,Rural,7.7,62.0,None,0,0,0,2,4,3,0,1,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24375,3.9,1,1
26,Female,95.1,167.7,33.8,Very Active,Intermediate,Build Muscle,Ambivert,Urban,12.0,117.0,None,0,0,1,2,4,4,1,1,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24376,3.5,1,0
25,Male,66.3,174.8,21.7,Very Active,Intermediate,Build Muscle,Ambivert,Urban,5.6,94.0,None,0,0,1,2,5,4,0,1,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24377,4.1,1,1
39,Female,68.0,167.6,24.2,Very Active,Intermediate,Compete Professionally,Introvert,Urban,12.3,116.0,None,0,0,1,2,4,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24378,4.6,0,0
16,Male,88.5,177.2,28.2,Moderately Active,Advanced,Build Muscle,Ambivert,Urban,11.7,43.0,None,0,0,0,3,4,2,0,1,1,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24379,3.5,1,1
17,Male,72.6,179.2,22.6,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,13.0,69.0,None,0,0,1,2,3,4,1,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24380,4.0,1,1
22,Male,111.7,181.5,33.9,Very Active,Advanced,Build Muscle,Extrovert,Rural,7.1,109.0,None,0,0,1,3,3,3,1,0,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24381,4.5,1,0
23,Female,63.6,160.2,24.8,Very Active,Advanced,Compete Professionally,Ambivert,Suburban,8.2,36.0,None,0,0,0,3,4,3,1,0,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24382,4.2,1,1
48,Female,65.1,167.2,23.3,Moderately Active,Advanced,Compete Professionally,Ambivert,Suburban,10.8,79.0,None,0,0,0,2,3,3,1,1,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24383,4.1,1,1
25,Male,70.6,175.2,23.0,Moderately Active,Advanced,Compete Professionally,Extrovert,Rural,12.9,40.0,None,0,0,0,2,3,4,1,1,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24384,3.7,0,1
30,Male,66.3,165.8,24.1,Very Active,Advanced,Build Muscle,Ambivert,Rural,12.4,48.0,None,0,0,1,3,4,3,0,1,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24385,3.8,1,1
43,Female,51.3,156.6,20.9,Very Active,Advanced,Compete Professionally,Introvert,Urban,14.7,105.0,None,0,0,0,3,4,2,0,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24386,4.7,1,1
34,Male,88.1,176.4,28.3,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,7.9,88.0,None,0,0,1,2,4,2,1,1,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24387,4.2,1,1
21,Female,67.2,152.7,28.8,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,10.5,42.0,None,0,0,0,2,3,3,1,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24388,4.1,1,1
46,Female,63.4,159.3,25.0,Moderately Active,Intermediate,Build Muscle,Extrovert,Suburban,7.4,46.0,None,0,0,0,2,4,2,1,0,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24389,4.6,1,1
40,Male,94.4,181.7,28.6,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,5.4,59.0,None,0,0,0,3,5,3,1,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24390,4.1,1,1
46,Female,51.7,157.6,20.8,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,8.5,101.0,None,0,0,1,3,3,4,1,1,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24391,4.4,1,1
31,Male,113.5,180.3,34.9,Moderately Active,Intermediate,Build Muscle,Extrovert,Suburban,7.4,45.0,None,0,0,0,2,4,2,0,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24392,3.6,1,1
44,Female,74.1,164.7,27.3,Moderately Active,Intermediate,Compete Professionally,Ambivert,Urban,9.4,106.0,None,0,0,1,2,3,4,1,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24393,4.4,1,1
26,Male,79.9,176.7,25.6,Very Active,Advanced,Compete Professionally,Extrovert,Urban,7.7,99.0,None,0,0,1,2,4,2,0,1,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24394,4.7,1,1
42,Male,79.4,170.2,27.4,Very Active,Intermediate,Build Muscle,Introvert,Suburban,8.4,45.0,None,0,0,0,2,4,2,0,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24395,3.8,1,1
36,Female,57.0,160.9,22.0,Very Active,Intermediate,Compete Professionally,Extrovert,Urban,7.7,98.0,None,0,0,1,3,5,4,1,1,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24396,5.0,1,1
28,Male,91.0,166.3,32.9,Very Active,Advanced,Compete Professionally,Ambivert,Rural,13.4,39.0,None,0,0,1,2,5,2,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24397,4.3,1,1
41,Female,76.6,166.6,27.6,Moderately Active,Advanced,Compete Professionally,Introvert,Rural,10.5,79.0,None,0,0,1,2,3,4,1,1,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24398,3.9,1,0
24,Male,65.8,172.1,22.2,Moderately Active,Intermediate,Compete Professionally,Introvert,Rural,7.7,41.0,None,0,0,0,2,4,4,1,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24399,3.7,1,0
20,Male,74.3,170.0,25.7,Very Active,Advanced,Build Muscle,Introvert,Rural,9.6,39.0,None,0,0,0,2,5,4,0,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24400,4.3,1,1
28,Male,107.9,182.5,32.4,Very Active,Advanced,Compete Professionally,Extrovert,Urban,14.5,56.0,None,0,0,1,3,3,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24401,4.2,1,1
32,Male,65.7,169.7,22.8,Very Active,Advanced,Build Muscle,Ambivert,Urban,6.5,104.0,None,0,0,0,2,4,4,0,1,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24402,3.7,1,0
49,Female,59.7,164.3,22.1,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,9.2,72.0,None,0,0,0,2,3,4,1,1,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24403,4.9,1,1
16,Male,96.5,175.6,31.3,Very Active,Intermediate,Build Muscle,Introvert,Suburban,8.7,94.0,None,0,0,1,3,4,3,0,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24404,3.8,1,1
42,Male,88.0,177.9,27.8,Very Active,Advanced,Compete Professionally,Extrovert,Suburban,6.0,82.0,None,0,0,0,2,4,3,1,0,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24405,4.9,0,1
27,Female,95.0,168.4,33.5,Moderately Active,Advanced,Compete Professionally,Introvert,Suburban,13.2,40.0,None,0,0,0,3,5,3,1,1,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24406,4.9,1,1
28,Female,69.0,168.5,24.3,Moderately Active,Intermediate,Build Muscle,Extrovert,Rural,7.5,107.0,None,0,0,1,3,5,2,0,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24407,4.2,0,1
23,Female,77.7,163.1,29.2,Moderately Active,Advanced,Compete Professionally,Extrovert,Rural,14.3,32.0,None,0,0,1,3,4,3,1,1,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24408,3.5,1,1
36,Female,66.2,162.7,25.0,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,8.5,85.0,None,0,0,1,2,4,2,0,1,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24409,4.2,1,0
38,Male,64.0,171.4,21.8,Very Active,Advanced,Compete Professionally,Ambivert,Suburban,13.4,57.0,None,0,0,1,3,5,3,1,1,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24410,4.0,1,0
32,Male,84.7,170.3,29.2,Very Active,Intermediate,Build Muscle,Introvert,Suburban,9.3,68.0,None,0,0,1,2,3,2,0,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24411,4.3,1,0
40,Female,79.8,161.2,30.7,Very Active,Advanced,Build Muscle,Extrovert,Rural,9.3,65.0,None,0,0,1,2,5,3,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24412,4.1,1,1
35,Male,91.4,172.8,30.6,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,8.5,72.0,None,0,0,1,2,5,2,1,1,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24413,4.9,1,1
49,Female,82.6,166.8,29.7,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,10.9,67.0,None,0,0,0,2,5,4,0,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24414,4.9,0,1
50,Male,61.5,171.6,20.9,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,14.7,50.0,None,0,0,1,2,3,2,1,0,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24415,3.9,1,1
40,Male,58.9,169.5,20.5,Very Active,Advanced,Compete Professionally,Extrovert,Urban,11.1,95.0,None,0,0,1,2,3,3,0,1,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24416,4.6,1,0
25,Male,97.1,169.2,33.9,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,13.2,74.0,None,0,0,1,2,5,4,1,0,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24417,4.0,1,1
36,Male,86.9,187.6,24.7,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,8.1,83.0,None,0,0,0,3,4,4,1,1,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24418,3.9,1,1
38,Male,57.5,169.5,20.0,Very Active,Advanced,Compete Professionally,Extrovert,Rural,9.2,53.0,None,0,0,0,3,4,2,0,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24419,3.7,1,1
31,Male,89.9,182.5,27.0,Very Active,Intermediate,Compete Professionally,Ambivert,Suburban,8.7,77.0,None,0,0,0,3,3,4,1,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24420,3.8,0,0
50,Female,61.7,172.3,20.8,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,6.0,64.0,None,0,0,1,2,5,2,0,1,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24421,4.1,1,1
47,Female,59.3,163.5,22.2,Moderately Active,Advanced,Build Muscle,Ambivert,Suburban,13.6,38.0,None,0,0,1,3,5,3,1,1,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24422,4.3,1,0
48,Female,60.7,154.3,25.5,Moderately Active,Advanced,Build Muscle,Introvert,Suburban,12.7,113.0,None,0,0,0,2,3,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24423,4.1,0,1
40,Female,46.6,151.2,20.4,Moderately Active,Intermediate,Compete Professionally,Introvert,Rural,11.7,77.0,None,0,0,0,2,4,3,1,1,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24424,4.1,1,1
42,Female,80.9,156.6,33.0,Moderately Active,Intermediate,Compete Professionally,Extrovert,Urban,14.7,100.0,None,0,0,0,2,3,3,1,1,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24425,4.4,1,1
48,Female,55.3,161.2,21.3,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,5.6,36.0,None,0,0,1,3,3,2,0,1,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24426,3.5,0,1
19,Female,83.1,170.5,28.6,Moderately Active,Advanced,Build Muscle,Introvert,Rural,13.0,114.0,None,0,0,0,2,4,2,1,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24427,4.3,1,1
22,Female,78.2,167.1,28.0,Moderately Active,Intermediate,Compete Professionally,Introvert,Suburban,13.7,114.0,None,0,0,1,3,4,4,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24428,3.7,0,1
47,Male,100.9,186.2,29.1,Moderately Active,Intermediate,Compete Professionally,Introvert,Rural,9.1,33.0,None,0,0,0,2,4,2,0,0,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24429,4.6,1,0
